verification_status	already_in_corpus	name	organization	location	category	living_or_deceased	claimed_main_url	claimed_blog_or_articles_url	archive_url	other_urls	claimed_written_content_exists	claimed_licensing_status	claimed_platform_size	discovery_paths	corpus_match_notes	claims_source	notes	date_added	agent_verified_has_blog	agent_verification_notes	reviewed_at	review_notes	auto_link_check	auto_link_check_at	site_visited_by_human	author_identity_confirmed	licensing_posture_confirmed	content_type_confirmed	clearance_checked_at	clearance_cost_lane	blog_index_url
unverified	FALSE	Peter Vandenberg	CfaN Global		practitioner_teacher	unknown	https://cfan.org/	https://cfan.org/news			TRUE	standard copyright	large	Round 1, Seed E (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	executive articles, news	2026-08-19	False	real_url: https://cfan.org/news | authorship: n/a | scale: None. | red_flags: No mention of him found anywhere on the site.			looks_like_blog	2026-08-25T18:31:02.759314+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Peter Youngren	World Impact Ministries		practitioner_teacher	unknown	https://peteryoungren.org/	https://peteryoungren.org/blog/			TRUE	standard copyright	large	Round 1, Seed E (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	theological blog, articles	2026-08-19	True	real_url: https://peteryoungren.org/blog/ | authorship: mixed | scale: 6 posts on page 1, traditional blog format. | red_flags: Confirmed family-byline: at least one post is by his wife Taina Youngren. Needs per-post filtering.			looks_like_blog	2026-08-25T18:31:05.479358+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Mario Murillo	Mario Murillo Ministries		practitioner_teacher	unknown	https://mariomurillo.org/	https://mariomurilloministries.wordpress.com/			TRUE	standard copyright	large	Round 1, Seed E (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	active political/faith blog	2026-08-19	True	real_url: https://www.mariomurillo.org/blogs | authorship: single | scale: Small visible sample (3 articles), true archive size unconfirmed. | red_flags: Claimed WordPress URL blocked bots -- could not verify directly. Site is explicitly described as political/faith commentary -- may need editorial consideration for this corpus.			check_failed	2026-08-25T18:31:05.811393+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Steve Hill	Steve Hill Ministries		practitioner_teacher	deceased	https://steve-hill.org/	https://steve-hill.org/articles/			TRUE	standard copyright	large	Round 1, Seed E (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	legacy revival articles -- Source list marks this person deceased.	2026-08-19	False	real_url: unresolved -- both claimed and corrected domains unreachable | authorship: mixed (Revival Study Bible is 100+ contributors) | scale: Unable to verify -- site completely unreachable. | red_flags: Real content appears to be paywalled (widow's Kajabi course), not a free public archive.			check_failed	2026-08-25T18:31:35.816248+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	John Kilpatrick	Church of His Presence	Daphne AL	practitioner_teacher	unknown	https://johnkilpatrick.org/	https://johnkilpatrick.org/media/			TRUE	standard copyright	SMALL LOCAL CHURCH	Round 1, Seed E (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	sermon transcripts, blog	2026-08-19	False	real_url: https://johnkilpatrick.org/media/ (audio/video index) | authorship: n/a | scale: Minimal, most recent item from 2023. | red_flags: Explicitly audio/video-only, no transcripts.			check_failed	2026-08-25T18:31:36.567580+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Nathan Morris	Shake the Nations		practitioner_teacher	unknown	https://shake-the-nations.com/	https://shake-the-nations.com/news/			TRUE	standard copyright	small/medium global	Round 1, Seed E (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	revival articles, blog	2026-08-19	True	real_url: https://www.shakethenations.com/what-we-do/devotionals | authorship: unclear -- possibly ghostwritten by ministry staff | scale: Small, 4-6 recent devotionals, lightly maintained. | red_flags: Claimed domain has a stray hyphen and doesn't resolve; correct domain has no hyphen. Modest volume.			check_failed	2026-08-25T18:31:36.618515+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Lydia Stanley Morris	Shake the Nations		practitioner_teacher	unknown	https://shake-the-nations.com/	https://shake-the-nations.com/news/			TRUE	standard copyright	small/medium	Round 1, Seed E (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	ministry essays	2026-08-19	False	real_url: https://www.shakethenations.com/ | authorship: mixed | scale: Written content is 70-80% video/audio; written pieces are husband Nathan Morris's byline. | red_flags: Family-byline misattribution risk -- site reads as her husband's voice, not hers.			check_failed	2026-08-25T18:31:36.620304+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Jean-Luc Trachsel	Europe Shall Be Saved	Switzerland	practitioner_teacher	unknown	https://jeanluctrachsel.org/	https://jeanluctrachsel.org/blog/			TRUE	standard copyright	medium European	Round 1, Seed E (Send Conference network map)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	articles, European reports	2026-08-19	True	real_url: https://jeanluctrachsel.org/blog/ | authorship: single | scale: 8 posts on page 1, large archive (12+ pages), active through Aug 2026. | red_flags: Bilingual EN/FR site -- confirm whether English posts are original or translated before treating as his exact words.			looks_like_blog	2026-08-25T18:31:40.905660+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Dave Ward	Twin View Campus, Bethel Church	Redding CA	practitioner_teacher	unknown	https://twinviewchurch.com/	https://twinviewchurch.com/media/			TRUE	unstated	negligible personal platform	Round 2 (obscure/non-mainstream grassroots pass)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	profile & articles -- Bethel staff, not independent	2026-08-19	False	real_url: https://www.bethel.com/people/dave-ward | authorship: n/a | scale: None -- Bethel's own profile explicitly says 'No items found' for authored posts. | red_flags: Claimed domain (twinviewchurch.com) doesn't resolve at all.			check_failed	2026-08-25T18:31:40.976706+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Jamila Page	Bethel Church	Redding CA	practitioner_teacher	unknown	https://jamilapage.com/	https://jamilapage.com/blog/			TRUE	unstated	low public footprint	Round 2 (obscure/non-mainstream grassroots pass)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	features on diversity & culture -- Bethel staff, not independent	2026-08-19	False	real_url: https://jamilapage.com/ | authorship: n/a | scale: None -- placeholder site. | red_flags: Underdeveloped site, not a viable candidate.			check_failed	2026-08-25T18:31:41.491447+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Jason Chin	Love Says Go Ministries	Redding CA / regional	practitioner_teacher	unknown	https://love-says-go.com/	https://love-says-go.com/blog/			TRUE	unstated	low profile regional	Round 2 (obscure/non-mainstream grassroots pass)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	blog entries via Destiny Image -- regional	2026-08-19	False	real_url: https://www.lovesaysgo.com/ | authorship: mixed | scale: Stale testimonial/endorsement content from ~2017, not updated since. | red_flags: Claimed domain has a typo and doesn't resolve. Not teaching content, not current.			check_failed	2026-08-25T18:31:41.540175+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Adam Shepski	YFC Canada / regional prayer network	Peterborough ON Canada	practitioner_teacher	unknown	https://adamshepski.com/	https://adamshepski.com/blog/			TRUE	unstated	regional coordinator	Round 2 (obscure/non-mainstream grassroots pass)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	ministry essays -- regional coordinator	2026-08-19	False	real_url: https://adamshepski.com/ | authorship: n/a | scale: Essentially none -- one dated archive entry. | red_flags: Blogging activity looks like a one-time/abandoned attempt.			check_failed	2026-08-25T18:31:42.007458+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Stephanie Schmidt	American Faith & Family / Jesus School satellites	Ghana & DFW TX	practitioner_teacher	unknown					TRUE	unstated	grassroots missionary, small readership	Round 2 (obscure/non-mainstream grassroots pass)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	"The Reluctant Missionary" blog -- grassroots missionary | URL research 2026-08-19: flagged AMBIGUOUS by the research pass (multiple people share this name) -- main/blog URLs deliberately left blank rather than guessed.	2026-08-19							FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Chris Ryan	Daystar Worship Center	Gordonsville VA	practitioner_teacher	unknown	https://daystarworship.com/	https://daystarworship.com/blog/			TRUE	unstated	SINGLE-SITE LOCAL CHURCH, under 1,000 followers	Round 2 (obscure/non-mainstream grassroots pass)		Automated research tool inferring from search results (Round 1-2 Send Conference network-mapping / grassroots pass, 2026-08-19) -- content type, licensing, and platform size are inferred claims, not confirmed by visiting any site. No URLs were captured in this pass.	pastoral blog via regional denominational platform -- single-site local church	2026-08-19	False	real_url: unresolved -- site down (522 errors) | authorship: n/a | scale: Unknown -- site currently unreachable. | red_flags: Small single-church pastor, low-likelihood candidate regardless of site status.			check_failed	2026-08-25T18:32:01.731077+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Gordon D. Fee	Regent College		academic_scholar	deceased	https://www.regent-college.edu/	https://www.regent-college.edu/faculty/emeritus/gordon-fee			TRUE	standard copyright (assumed -- academic-press published, not independently verified)		Round 3 (scholarly Pentecostal/charismatic academics pass)		Automated research tool compiling academic-press bibliographic information (Round 3 scholarly Pentecostal/charismatic academics pass, 2026-08-19). Licensing assumed as standard copyright per the research pass's own stated instruction ('assume standard copyright unless verified otherwise') -- not independently verified. Platform size and URLs were not part of this pass's fields.	Works: God's Empowering Presence; Gospel and Spirit; NICNT 1 Corinthians [SEED]	2026-08-19	False	real_url: https://www.regent-college.edu/faculty/past/gordon-d-fee | authorship: n/a | scale: None -- memorial faculty page. | red_flags: Deceased, no red-flag pattern -- page reads as a proper memorial, not a live site.			check_failed	2026-08-25T18:32:02.564519+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	TRUE	Craig S. Keener	Asbury Theological Seminary		academic_scholar	unknown	https://craigkeener.com/	https://craigkeener.com/home/			TRUE	standard copyright (assumed -- academic-press published, not independently verified)		Round 3 (scholarly Pentecostal/charismatic academics pass)	Matches existing corpus source 'Craig Keener' (id 63119173-a295-4ec0-90e5-f3a55dcc8970).	Automated research tool compiling academic-press bibliographic information (Round 3 scholarly Pentecostal/charismatic academics pass, 2026-08-19). Licensing assumed as standard copyright per the research pass's own stated instruction ('assume standard copyright unless verified otherwise') -- not independently verified. Platform size and URLs were not part of this pass's fields.	Works: Acts commentary (4 vols); Miracles (2 vols); Spirit Hermeneutics [SEED, alive/active]	2026-08-19	True	real_url: https://craigkeener.com/blog | authorship: single | scale: Hundreds of posts across categories, very large and active. | red_flags: None -- strongest candidate found in this pass.			looks_like_blog	2026-08-25T18:32:04.232563+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Roger Stronstad	Summit Pacific College		academic_scholar	deceased	https://www.summitpacific.ca/	https://www.summitpacific.ca/faculty/roger-stronstad/			TRUE	standard copyright (assumed -- academic-press published, not independently verified)		Round 3 (scholarly Pentecostal/charismatic academics pass)		Automated research tool compiling academic-press bibliographic information (Round 3 scholarly Pentecostal/charismatic academics pass, 2026-08-19). Licensing assumed as standard copyright per the research pass's own stated instruction ('assume standard copyright unless verified otherwise') -- not independently verified. Platform size and URLs were not part of this pass's fields.	Works: The Charismatic Theology of St. Luke; The Prophethood of All Believers [SEED]	2026-08-19	False	real_url: no live faculty page -- retired 2016, died Aug 2022 | authorship: n/a | scale: None -- book-form scholarship only. | red_flags: None -- deceased, page properly retired, not a suspicious live domain.			check_failed	2026-08-25T18:32:04.639402+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Rick Wadholm Jr.	AGTS		academic_scholar	unknown	https://rickwadholmjr.wordpress.com/	https://rickwadholmjr.wordpress.com/			TRUE	standard copyright (assumed -- academic-press published, not independently verified)		Round 3 (scholarly Pentecostal/charismatic academics pass)		Automated research tool compiling academic-press bibliographic information (Round 3 scholarly Pentecostal/charismatic academics pass, 2026-08-19). Licensing assumed as standard copyright per the research pass's own stated instruction ('assume standard copyright unless verified otherwise') -- not independently verified. Platform size and URLs were not part of this pass's fields.	Works: A Theology of the Spirit in the Former Prophets; A Pentecostal Reading of Daniel	2026-08-19	True	real_url: https://www.rick.wadholm.com/ | authorship: single | scale: Large, long-running archive ~2005-2026, hundreds of posts, active as of May 2026. | red_flags: None significant. Two URLs exist for the same blog (legacy WordPress + current domain) -- confirm canonical one.			no_blog_detected	2026-08-25T18:32:05.023161+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Paul Elbert	Journal for Biblical and Pneumatological Research		academic_scholar	unknown	https://paulelbert.com/	https://paulelbert.com/articles/			TRUE	standard copyright (assumed -- academic-press published, not independently verified)		Round 3 (scholarly Pentecostal/charismatic academics pass)		Automated research tool compiling academic-press bibliographic information (Round 3 scholarly Pentecostal/charismatic academics pass, 2026-08-19). Licensing assumed as standard copyright per the research pass's own stated instruction ('assume standard copyright unless verified otherwise') -- not independently verified. Platform size and URLs were not part of this pass's fields.	Works: Essays on Apostolic Themes; The Lukan Gift of the Holy Spirit	2026-08-19	True	real_url: http://pneumareview.com/author/paulelbert/ | authorship: single (on a shared multi-contributor journal site) | scale: Only 2 articles found total. | red_flags: No personal domain exists; content lives on Pneuma Review alongside other authors -- would need per-byline isolation.			check_failed	2026-08-25T18:32:05.080448+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Stanley M. Horton	AGTS		academic_scholar	deceased	https://agts.edu/	https://agts.edu/faculty/stanley-m-horton/			TRUE	standard copyright (assumed -- academic-press published, not independently verified)		Round 3 (scholarly Pentecostal/charismatic academics pass)		Automated research tool compiling academic-press bibliographic information (Round 3 scholarly Pentecostal/charismatic academics pass, 2026-08-19). Licensing assumed as standard copyright per the research pass's own stated instruction ('assume standard copyright unless verified otherwise') -- not independently verified. Platform size and URLs were not part of this pass's fields.	Works: Systematic Theology: A Pentecostal Perspective	2026-08-19	False	real_url: https://www.evangel.edu/seminary/about/faculty-staff/ | authorship: n/a | scale: None -- name/title listing only. | red_flags: Deceased, faculty-emeritus listing only, no bio page or writing linked at all.			check_failed	2026-08-25T18:32:05.429467+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Byron D. Klaus	AGTS (former President)		academic_scholar	unknown	https://agts.edu/	https://agts.edu/faculty/byron-klaus/			TRUE	standard copyright (assumed -- academic-press published, not independently verified)		Round 3 (scholarly Pentecostal/charismatic academics pass)		Automated research tool compiling academic-press bibliographic information (Round 3 scholarly Pentecostal/charismatic academics pass, 2026-08-19). Licensing assumed as standard copyright per the research pass's own stated instruction ('assume standard copyright unless verified otherwise') -- not independently verified. Platform size and URLs were not part of this pass's fields.	Works: Called and Empowered	2026-08-19	False	real_url: https://www.evangel.edu/faculty/byron-klaus/ | authorship: n/a | scale: None -- citation list only. | red_flags: Classic faculty-bio-with-publications case, no full text anywhere.			check_failed	2026-08-25T18:32:05.655078+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Murray Dempster	Professor of Social Ethics (institution not stated in source)		academic_scholar	unknown	https://www.sagu.edu/	https://www.sagu.edu/faculty/murray-dempster/			TRUE	standard copyright (assumed -- academic-press published, not independently verified)		Round 3 (scholarly Pentecostal/charismatic academics pass)		Automated research tool compiling academic-press bibliographic information (Round 3 scholarly Pentecostal/charismatic academics pass, 2026-08-19). Licensing assumed as standard copyright per the research pass's own stated instruction ('assume standard copyright unless verified otherwise') -- not independently verified. Platform size and URLs were not part of this pass's fields.	Works: Called and Empowered; Essays on Pentecostal Social Ethics	2026-08-19	False	real_url: none -- no personal site exists | authorship: n/a | scale: None -- academic books/journal articles only. | red_flags: DECEASED (confirmed via SEU memorial). Claimed institution (SAGU) is an outright error -- no known association.			check_failed	2026-08-25T18:32:05.720117+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Amos Yong	Fuller Seminary		academic_scholar	unknown	https://fuller.edu/	https://fuller.edu/faculty/amos-yong/			TRUE	standard copyright (assumed -- academic-press published, not independently verified)		Round 3 (scholarly Pentecostal/charismatic academics pass)		Automated research tool compiling academic-press bibliographic information (Round 3 scholarly Pentecostal/charismatic academics pass, 2026-08-19). Licensing assumed as standard copyright per the research pass's own stated instruction ('assume standard copyright unless verified otherwise') -- not independently verified. Platform size and URLs were not part of this pass's fields.	Works: Spirit-Word-Community; The Spirit Poured Out on All Flesh; Disability and the Gifts of the Spirit	2026-08-19	False	real_url: https://fuller.edu/faculty/amos-yong/ | authorship: n/a | scale: None -- standard bio page. | red_flags: None.			looks_like_blog	2026-08-25T18:32:19.146817+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	John Christopher Thomas	Pentecostal Theological Seminary		academic_scholar	unknown	https://www.ptseminary.edu/	https://cptpress.com/author-john-christopher-thomas/			TRUE	standard copyright (assumed -- academic-press published, not independently verified)		Round 3 (scholarly Pentecostal/charismatic academics pass)		Automated research tool compiling academic-press bibliographic information (Round 3 scholarly Pentecostal/charismatic academics pass, 2026-08-19). Licensing assumed as standard copyright per the research pass's own stated instruction ('assume standard copyright unless verified otherwise') -- not independently verified. Platform size and URLs were not part of this pass's fields.	Works: The Spirit of the New Testament; Pentecostal Commentary on Revelation	2026-08-19	False	real_url: https://www.ptseminary.edu/pt-seminary-faculty-details.php?id=9 | authorship: n/a | scale: None -- CV-style bio only. | red_flags: Claimed URL is a publisher catalog, not his site. No blog found anywhere.			check_failed	2026-08-25T18:32:19.447517+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Martin W. Mittelstadt	Evangel University		academic_scholar	unknown	https://www.evangel.edu/	https://www.evangel.edu/faculty/martin-mittelstadt/			TRUE	standard copyright (assumed -- academic-press published, not independently verified)		Round 3 (scholarly Pentecostal/charismatic academics pass)		Automated research tool compiling academic-press bibliographic information (Round 3 scholarly Pentecostal/charismatic academics pass, 2026-08-19). Licensing assumed as standard copyright per the research pass's own stated instruction ('assume standard copyright unless verified otherwise') -- not independently verified. Platform size and URLs were not part of this pass's fields.	Works: The Spirit and Suffering in Luke-Acts	2026-08-19	False	real_url: https://www.evangel.edu/faculty/martin-mittelstadt/ | authorship: n/a | scale: None -- standard bio page. | red_flags: None.			check_failed	2026-08-25T18:32:19.745533+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	C. Bill Oliverio	AGTS		academic_scholar	unknown	https://pentecostaltheology.org/	https://pentecostaltheology.org/author/bill-oliverio/			TRUE	standard copyright (assumed -- academic-press published, not independently verified)		Round 3 (scholarly Pentecostal/charismatic academics pass)		Automated research tool compiling academic-press bibliographic information (Round 3 scholarly Pentecostal/charismatic academics pass, 2026-08-19). Licensing assumed as standard copyright per the research pass's own stated instruction ('assume standard copyright unless verified otherwise') -- not independently verified. Platform size and URLs were not part of this pass's fields.	Works: Theological Hermeneutics in the Classical Pentecostal Tradition	2026-08-19	False	real_url: https://pentecostaltheology.org/ (no author archive) | authorship: n/a | scale: None at the claimed domain. | red_flags: Claimed URL 404s. A different domain (pentecostaltheology.com) has real multi-author content but his involvement there is unconfirmed -- do not conflate the two.			check_failed	2026-08-25T18:32:21.677130+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Robert P. Menzies	Synergy (Director)		academic_scholar	unknown	https://robertpmenzies.com/	https://robertpmenzies.com/blog/			TRUE	standard copyright (assumed -- academic-press published, not independently verified)		Round 3 (scholarly Pentecostal/charismatic academics pass)		Automated research tool compiling academic-press bibliographic information (Round 3 scholarly Pentecostal/charismatic academics pass, 2026-08-19). Licensing assumed as standard copyright per the research pass's own stated instruction ('assume standard copyright unless verified otherwise') -- not independently verified. Platform size and URLs were not part of this pass's fields.	Works: Empowered for Witness; Pentecost: This Story is Our Story; Speaking in Tongues	2026-08-19	True	real_url: http://pneumareview.com/author/robertpmenzies/ | authorship: single (on a shared multi-contributor journal site) | scale: ~10 articles/posts, abstracts with read-more links. | red_flags: Same shared-journal-site concern as Paul Elbert -- needs per-byline isolation, full-text-per-article unconfirmed.			check_failed	2026-08-25T18:32:21.741721+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Wonsuk Ma	Oral Roberts University		academic_scholar	unknown	https://www.oru.edu/	https://www.oru.edu/faculty/wonsuk-ma/			TRUE	standard copyright (assumed -- academic-press published, not independently verified)		Round 3 (scholarly Pentecostal/charismatic academics pass)		Automated research tool compiling academic-press bibliographic information (Round 3 scholarly Pentecostal/charismatic academics pass, 2026-08-19). Licensing assumed as standard copyright per the research pass's own stated instruction ('assume standard copyright unless verified otherwise') -- not independently verified. Platform size and URLs were not part of this pass's fields.	Works: Until the Spirit Comes; Asian Journal of Pentecostal Studies	2026-08-19	False	real_url: https://oru.edu/faculty/cotm/dr-wonsuk-ma.php | authorship: n/a | scale: One narrative bio, no linked articles. | red_flags: His Academia.edu profile is login-gated, could not verify -- not a blog regardless.			check_failed	2026-08-25T18:32:22.823481+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Mark J. Cartledge	Professor of Practical Ministry / Renewal Studies (institution not stated in source)		academic_scholar	unknown	https://londonseminary.org.uk/	https://londonseminary.org.uk/faculty/mark-cartledge/			TRUE	standard copyright (assumed -- academic-press published, not independently verified)		Round 3 (scholarly Pentecostal/charismatic academics pass)		Automated research tool compiling academic-press bibliographic information (Round 3 scholarly Pentecostal/charismatic academics pass, 2026-08-19). Licensing assumed as standard copyright per the research pass's own stated instruction ('assume standard copyright unless verified otherwise') -- not independently verified. Platform size and URLs were not part of this pass's fields.	Works: Encountering the Spirit; Testimony in the Spirit	2026-08-19	False	real_url: https://lst.ac.uk/stm_teacher/mark-j-cartledge/ | authorship: n/a | scale: None -- citations only. | red_flags: Claimed institution name in source data is wrong (London Seminary vs. the real London School of Theology).			check_failed	2026-08-25T18:32:22.943490+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Dale M. Coulter	Pentecostal Theological Seminary		academic_scholar	unknown	https://pentecostaltheology.org/	https://pentecostaltheology.org/author/dale-coulter/			TRUE	standard copyright (assumed -- academic-press published, not independently verified)		Round 3 (scholarly Pentecostal/charismatic academics pass)		Automated research tool compiling academic-press bibliographic information (Round 3 scholarly Pentecostal/charismatic academics pass, 2026-08-19). Licensing assumed as standard copyright per the research pass's own stated instruction ('assume standard copyright unless verified otherwise') -- not independently verified. Platform size and URLs were not part of this pass's fields.	Works: Holiness: The Beauty of Perfection	2026-08-19	False	real_url: none confirmed as his own -- claimed URL 404s, wrong institution | authorship: mixed -- writing scattered across third-party multi-author outlets | scale: Moderate output over years, but not on any site he owns. | red_flags: Claimed source URL points to an institution with zero mention of him -- likely a data error.			check_failed	2026-08-25T18:32:23.909484+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Christopher A. Stephenson	Lee University		academic_scholar	unknown	https://www.leeuniversity.edu/	https://www.leeuniversity.edu/faculty/cstephenson/			TRUE	standard copyright (assumed -- academic-press published, not independently verified)		Round 3 (scholarly Pentecostal/charismatic academics pass)		Automated research tool compiling academic-press bibliographic information (Round 3 scholarly Pentecostal/charismatic academics pass, 2026-08-19). Licensing assumed as standard copyright per the research pass's own stated instruction ('assume standard copyright unless verified otherwise') -- not independently verified. Platform size and URLs were not part of this pass's fields.	Works: Types of Pentecostal Theology (Oxford UP)	2026-08-19	False	real_url: https://webpages.leeu.edu/cstephenson/ | authorship: n/a | scale: One dormant 2010 WordPress placeholder post. | red_flags: Claimed URL 404s; real domain different; blog is an abandoned default install.			check_failed	2026-08-25T18:32:24.359281+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Kenneth J. Archer	Southeastern University		academic_scholar	unknown	https://ptseminary.edu/	https://ptseminary.edu/faculty/kenneth-archer/			TRUE	standard copyright (assumed -- academic-press published, not independently verified)		Round 3 (scholarly Pentecostal/charismatic academics pass)		Automated research tool compiling academic-press bibliographic information (Round 3 scholarly Pentecostal/charismatic academics pass, 2026-08-19). Licensing assumed as standard copyright per the research pass's own stated instruction ('assume standard copyright unless verified otherwise') -- not independently verified. Platform size and URLs were not part of this pass's fields.	Works: A Pentecostal Hermeneutic for the Twenty-First Century	2026-08-19	False	real_url: https://trinitybiblecollege.edu/dr-ken-archer/ | authorship: n/a | scale: One 2018 guest post, no ongoing blog. | red_flags: Claimed institution stale -- he moved to Trinity Bible College, not on ptseminary.edu faculty at all.			check_failed	2026-08-25T18:32:24.884919+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Frank D. Macchia	Vanguard University		academic_scholar	unknown	https://vanguard.edu/	https://vanguard.edu/faculty/frank-macchia/			TRUE	standard copyright (assumed -- academic-press published, not independently verified)		Round 3 (scholarly Pentecostal/charismatic academics pass)		Automated research tool compiling academic-press bibliographic information (Round 3 scholarly Pentecostal/charismatic academics pass, 2026-08-19). Licensing assumed as standard copyright per the research pass's own stated instruction ('assume standard copyright unless verified otherwise') -- not independently verified. Platform size and URLs were not part of this pass's fields.	Works: Baptized in the Spirit; Justified in the Spirit; Jesus the Spirit Baptizer	2026-08-19	False	real_url: https://www.frankdmacchia.com/ (mostly bio/book promo) | authorship: single but too thin | scale: Exactly one blog post found. | red_flags: Not a real ongoing blog -- too thin to be a viable source.			check_failed	2026-08-25T18:32:25.210595+00:00	FALSE	FALSE	FALSE	FALSE			
unverified	FALSE	Paul Nathan Alexander	Professor of Social Ethics (institution not stated in source)		academic_scholar	unknown	https://www.paulnathanalexander.com/	https://www.paulnathanalexander.com/blog			TRUE	standard copyright (assumed -- academic-press published, not independently verified)		Round 3 (scholarly Pentecostal/charismatic academics pass)		Automated research tool compiling academic-press bibliographic information (Round 3 scholarly Pentecostal/charismatic academics pass, 2026-08-19). Licensing assumed as standard copyright per the research pass's own stated instruction ('assume standard copyright unless verified otherwise') -- not independently verified. Platform size and URLs were not part of this pass's fields.	Works: Peace to All Who Are Far Off; Black Fire	2026-08-19	False	real_url: unresolved -- domain doesn't exist | authorship: n/a | scale: None. | red_flags: No personal blog found; only third-party bylines (Sojourners, HuffPost), not his own site.			check_failed	2026-08-25T18:32:25.330649+00:00	FALSE	FALSE	FALSE	FALSE			
